"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat_any_a_any","Nombre"
2020,8,"Nou Barris",52,"la Prosperitat","Dona","34 anys",173
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","34 anys",51
2020,8,"Nou Barris",54,"Torre Baró","Dona","34 anys",15
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","34 anys",100
2020,8,"Nou Barris",56,"Vallbona","Dona","34 anys",10
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","34 anys",73
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","34 anys",18
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","34 anys",71
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","34 anys",398
2020,9,"Sant Andreu",61,"la Sagrera","Dona","34 anys",207
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","34 anys",104
2020,9,"Sant Andreu",63,"Navas","Dona","34 anys",153
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","34 anys",334
2020,10,"Sant Martí",65,"el Clot","Dona","34 anys",193
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","34 anys",133
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","34 anys",56
2020,10,"Sant Martí",68,"el Poblenou","Dona","34 anys",261
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","34 anys",109
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","34 anys",166
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","34 anys",168
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","34 anys",187
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","34 anys",148
2020,1,"Ciutat Vella",1,"el Raval","Dona","35 anys",441
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","35 anys",176
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","35 anys",146
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","35 anys",238
2020,2,"Eixample",5,"el Fort Pienc","Dona","35 anys",280
2020,2,"Eixample",6,"la Sagrada Família","Dona","35 anys",480
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","35 anys",360
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","35 anys",353
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","35 anys",434
2020,2,"Eixample",10,"Sant Antoni","Dona","35 anys",335
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","35 anys",403
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","35 anys",11
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","35 anys",221
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","35 anys",77
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","35 anys",168
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","35 anys",158
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","35 anys",198
2020,3,"Sants-Montjuïc",18,"Sants","Dona","35 anys",359
2020,4,"Les Corts",19,"les Corts","Dona","35 anys",311
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","35 anys",182
2020,4,"Les Corts",21,"Pedralbes","Dona","35 anys",65
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","35 anys",21
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","35 anys",144
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","35 anys",91
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","35 anys",163
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","35 anys",307
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","35 anys",232
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","35 anys",109
2020,6,"Gràcia",29,"el Coll","Dona","35 anys",58
2020,6,"Gràcia",30,"la Salut","Dona","35 anys",114
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","35 anys",525
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","35 anys",290
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","35 anys",199
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","35 anys",70
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","35 anys",308
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","35 anys",58
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","35 anys",253
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","35 anys",80
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","35 anys",58
2020,7,"Horta-Guinardó",40,"Montbau","Dona","35 anys",20
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","35 anys",32
2020,7,"Horta-Guinardó",42,"la Clota","Dona","35 anys",12
2020,7,"Horta-Guinardó",43,"Horta","Dona","35 anys",209
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","35 anys",181
2020,8,"Nou Barris",45,"Porta","Dona","35 anys",193
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","35 anys",99
2020,8,"Nou Barris",47,"Can Peguera","Dona","35 anys",8
2020,8,"Nou Barris",48,"la Guineueta","Dona","35 anys",93
2020,8,"Nou Barris",49,"Canyelles","Dona","35 anys",32
2020,8,"Nou Barris",50,"les Roquetes","Dona","35 anys",153
2020,8,"Nou Barris",51,"Verdun","Dona","35 anys",102
2020,8,"Nou Barris",52,"la Prosperitat","Dona","35 anys",179
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","35 anys",48
2020,8,"Nou Barris",54,"Torre Baró","Dona","35 anys",26
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","35 anys",79
2020,8,"Nou Barris",56,"Vallbona","Dona","35 anys",7
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","35 anys",79
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","35 anys",19
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","35 anys",80
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","35 anys",412
2020,9,"Sant Andreu",61,"la Sagrera","Dona","35 anys",201
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","35 anys",109
2020,9,"Sant Andreu",63,"Navas","Dona","35 anys",167
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","35 anys",282
2020,10,"Sant Martí",65,"el Clot","Dona","35 anys",199
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","35 anys",142
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","35 anys",64
2020,10,"Sant Martí",68,"el Poblenou","Dona","35 anys",273
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","35 anys",122
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","35 anys",188
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","35 anys",153
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","35 anys",184
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","35 anys",187
2020,1,"Ciutat Vella",1,"el Raval","Dona","36 anys",395
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","36 anys",179
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","36 anys",141
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","36 anys",231
2020,2,"Eixample",5,"el Fort Pienc","Dona","36 anys",283
2020,2,"Eixample",6,"la Sagrada Família","Dona","36 anys",432
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","36 anys",342
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","36 anys",329
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","36 anys",459
2020,2,"Eixample",10,"Sant Antoni","Dona","36 anys",317
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","36 anys",388
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","36 anys",7
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","36 anys",208
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","36 anys",82
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","36 anys",176
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","36 anys",159
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","36 anys",200
2020,3,"Sants-Montjuïc",18,"Sants","Dona","36 anys",409
2020,4,"Les Corts",19,"les Corts","Dona","36 anys",332
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","36 anys",162
2020,4,"Les Corts",21,"Pedralbes","Dona","36 anys",65
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","36 anys",41
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","36 anys",136
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","36 anys",90
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","36 anys",138
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","36 anys",269
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","36 anys",226
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","36 anys",94
2020,6,"Gràcia",29,"el Coll","Dona","36 anys",65
2020,6,"Gràcia",30,"la Salut","Dona","36 anys",113
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","36 anys",510
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","36 anys",313
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","36 anys",199
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","36 anys",74
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","36 anys",297
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","36 anys",68
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","36 anys",227
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","36 anys",94
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","36 anys",44
2020,7,"Horta-Guinardó",40,"Montbau","Dona","36 anys",26
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","36 anys",56
2020,7,"Horta-Guinardó",42,"la Clota","Dona","36 anys",5
2020,7,"Horta-Guinardó",43,"Horta","Dona","36 anys",196
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","36 anys",203
2020,8,"Nou Barris",45,"Porta","Dona","36 anys",230
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","36 anys",122
2020,8,"Nou Barris",47,"Can Peguera","Dona","36 anys",8
2020,8,"Nou Barris",48,"la Guineueta","Dona","36 anys",84
2020,8,"Nou Barris",49,"Canyelles","Dona","36 anys",31
2020,8,"Nou Barris",50,"les Roquetes","Dona","36 anys",133
2020,8,"Nou Barris",51,"Verdun","Dona","36 anys",94
2020,8,"Nou Barris",52,"la Prosperitat","Dona","36 anys",178
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","36 anys",59
2020,8,"Nou Barris",54,"Torre Baró","Dona","36 anys",25
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","36 anys",72
2020,8,"Nou Barris",56,"Vallbona","Dona","36 anys",11
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","36 anys",78
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","36 anys",15
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","36 anys",84
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","36 anys",389
2020,9,"Sant Andreu",61,"la Sagrera","Dona","36 anys",221
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","36 anys",103
2020,9,"Sant Andreu",63,"Navas","Dona","36 anys",163
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","36 anys",289
2020,10,"Sant Martí",65,"el Clot","Dona","36 anys",181
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","36 anys",128
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","36 anys",48
2020,10,"Sant Martí",68,"el Poblenou","Dona","36 anys",293
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","36 anys",114
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","36 anys",187
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","36 anys",177
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","36 anys",168
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","36 anys",166
2020,1,"Ciutat Vella",1,"el Raval","Dona","37 anys",390
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","37 anys",171
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","37 anys",147
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","37 anys",216
2020,2,"Eixample",5,"el Fort Pienc","Dona","37 anys",262
2020,2,"Eixample",6,"la Sagrada Família","Dona","37 anys",449
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","37 anys",326
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","37 anys",343
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","37 anys",446
2020,2,"Eixample",10,"Sant Antoni","Dona","37 anys",331
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","37 anys",405
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","37 anys",14
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","37 anys",230
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","37 anys",84
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","37 anys",135
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","37 anys",171
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","37 anys",198
2020,3,"Sants-Montjuïc",18,"Sants","Dona","37 anys",402
2020,4,"Les Corts",19,"les Corts","Dona","37 anys",353
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","37 anys",170
2020,4,"Les Corts",21,"Pedralbes","Dona","37 anys",58
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","37 anys",35
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","37 anys",135
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","37 anys",68
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","37 anys",141
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","37 anys",262
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","37 anys",242
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","37 anys",124
2020,6,"Gràcia",29,"el Coll","Dona","37 anys",45
2020,6,"Gràcia",30,"la Salut","Dona","37 anys",108
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","37 anys",548
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","37 anys",293
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","37 anys",194
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","37 anys",88
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","37 anys",279
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","37 anys",62
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","37 anys",241
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","37 anys",81
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","37 anys",51
2020,7,"Horta-Guinardó",40,"Montbau","Dona","37 anys",32
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","37 anys",17
2020,7,"Horta-Guinardó",42,"la Clota","Dona","37 anys",8
2020,7,"Horta-Guinardó",43,"Horta","Dona","37 anys",202
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","37 anys",190
2020,8,"Nou Barris",45,"Porta","Dona","37 anys",202
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","37 anys",112
2020,8,"Nou Barris",47,"Can Peguera","Dona","37 anys",12
2020,8,"Nou Barris",48,"la Guineueta","Dona","37 anys",82
2020,8,"Nou Barris",49,"Canyelles","Dona","37 anys",35
2020,8,"Nou Barris",50,"les Roquetes","Dona","37 anys",136
2020,8,"Nou Barris",51,"Verdun","Dona","37 anys",82
2020,8,"Nou Barris",52,"la Prosperitat","Dona","37 anys",208
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","37 anys",52
2020,8,"Nou Barris",54,"Torre Baró","Dona","37 anys",19
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","37 anys",92
2020,8,"Nou Barris",56,"Vallbona","Dona","37 anys",6
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","37 anys",80
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","37 anys",19
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","37 anys",80
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","37 anys",461
2020,9,"Sant Andreu",61,"la Sagrera","Dona","37 anys",239
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","37 anys",116
2020,9,"Sant Andreu",63,"Navas","Dona","37 anys",177
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","37 anys",334
2020,10,"Sant Martí",65,"el Clot","Dona","37 anys",197
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","37 anys",135
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","37 anys",55
2020,10,"Sant Martí",68,"el Poblenou","Dona","37 anys",280
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","37 anys",121
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","37 anys",192
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","37 anys",178
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","37 anys",164
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","37 anys",192
2020,1,"Ciutat Vella",1,"el Raval","Dona","38 anys",371
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","38 anys",154
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","38 anys",130
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","38 anys",221
2020,2,"Eixample",5,"el Fort Pienc","Dona","38 anys",277
2020,2,"Eixample",6,"la Sagrada Família","Dona","38 anys",384
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","38 anys",344
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","38 anys",329
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","38 anys",429
2020,2,"Eixample",10,"Sant Antoni","Dona","38 anys",280
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","38 anys",399
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","38 anys",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","38 anys",213
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","38 anys",84
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","38 anys",148
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","38 anys",160
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","38 anys",220
2020,3,"Sants-Montjuïc",18,"Sants","Dona","38 anys",374
2020,4,"Les Corts",19,"les Corts","Dona","38 anys",333
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","38 anys",176
2020,4,"Les Corts",21,"Pedralbes","Dona","38 anys",80
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","38 anys",33
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","38 anys",164
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","38 anys",106
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","38 anys",166
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","38 anys",302
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","38 anys",213
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","38 anys",117
2020,6,"Gràcia",29,"el Coll","Dona","38 anys",57
2020,6,"Gràcia",30,"la Salut","Dona","38 anys",100
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","38 anys",511
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","38 anys",295
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","38 anys",210
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","38 anys",75
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","38 anys",298
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","38 anys",64
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","38 anys",249
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","38 anys",87
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","38 anys",55
2020,7,"Horta-Guinardó",40,"Montbau","Dona","38 anys",29
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","38 anys",46
2020,7,"Horta-Guinardó",42,"la Clota","Dona","38 anys",9
2020,7,"Horta-Guinardó",43,"Horta","Dona","38 anys",191
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","38 anys",173
2020,8,"Nou Barris",45,"Porta","Dona","38 anys",216
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","38 anys",140
2020,8,"Nou Barris",47,"Can Peguera","Dona","38 anys",17
2020,8,"Nou Barris",48,"la Guineueta","Dona","38 anys",91
2020,8,"Nou Barris",49,"Canyelles","Dona","38 anys",32
2020,8,"Nou Barris",50,"les Roquetes","Dona","38 anys",137
2020,8,"Nou Barris",51,"Verdun","Dona","38 anys",110
2020,8,"Nou Barris",52,"la Prosperitat","Dona","38 anys",209
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","38 anys",56
2020,8,"Nou Barris",54,"Torre Baró","Dona","38 anys",16
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","38 anys",84
2020,8,"Nou Barris",56,"Vallbona","Dona","38 anys",7
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","38 anys",78
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","38 anys",21
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","38 anys",103
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","38 anys",424
2020,9,"Sant Andreu",61,"la Sagrera","Dona","38 anys",222
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","38 anys",108
2020,9,"Sant Andreu",63,"Navas","Dona","38 anys",156
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","38 anys",319
2020,10,"Sant Martí",65,"el Clot","Dona","38 anys",204
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","38 anys",138
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","38 anys",70
2020,10,"Sant Martí",68,"el Poblenou","Dona","38 anys",303
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","38 anys",142
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","38 anys",183
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","38 anys",188
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","38 anys",153
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","38 anys",163
2020,1,"Ciutat Vella",1,"el Raval","Dona","39 anys",409
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","39 anys",142
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","39 anys",122
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","39 anys",206
2020,2,"Eixample",5,"el Fort Pienc","Dona","39 anys",266
2020,2,"Eixample",6,"la Sagrada Família","Dona","39 anys",406
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","39 anys",317
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","39 anys",322
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","39 anys",454
2020,2,"Eixample",10,"Sant Antoni","Dona","39 anys",296
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","39 anys",396
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","39 anys",11
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","39 anys",210
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","39 anys",85
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","39 anys",113
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","39 anys",158
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","39 anys",220
2020,3,"Sants-Montjuïc",18,"Sants","Dona","39 anys",358
2020,4,"Les Corts",19,"les Corts","Dona","39 anys",326
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","39 anys",186
2020,4,"Les Corts",21,"Pedralbes","Dona","39 anys",71
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","39 anys",31
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","39 anys",163
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","39 anys",117
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","39 anys",161
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","39 anys",310
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","39 anys",217
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","39 anys",111
2020,6,"Gràcia",29,"el Coll","Dona","39 anys",69
2020,6,"Gràcia",30,"la Salut","Dona","39 anys",109
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","39 anys",455
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","39 anys",306
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","39 anys",214
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","39 anys",84
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","39 anys",326
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","39 anys",50
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","39 anys",268
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","39 anys",89
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","39 anys",53
2020,7,"Horta-Guinardó",40,"Montbau","Dona","39 anys",33
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","39 anys",45
2020,7,"Horta-Guinardó",42,"la Clota","Dona","39 anys",16
2020,7,"Horta-Guinardó",43,"Horta","Dona","39 anys",200
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","39 anys",177
2020,8,"Nou Barris",45,"Porta","Dona","39 anys",218
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","39 anys",151
2020,8,"Nou Barris",47,"Can Peguera","Dona","39 anys",15
2020,8,"Nou Barris",48,"la Guineueta","Dona","39 anys",110
2020,8,"Nou Barris",49,"Canyelles","Dona","39 anys",46
